age,breeder,category,certificate,cleaned_strings,description,details,gender,gpt_dict,image_path,image_url,in_stock,length_cm,length_inches,link,multiple_fish,out_of_stock,price,sku,split,tags,tags_from_category,tags_from_title,tags_list,title,uuid,variety,source
,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamabuki']",,,,,,,nextdaykoi_data/936fdc53_8”_Imported_Doitsu_Yamabuki_Ogon_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.04.30_D_09_10-50.jpg,,,8”,https://nextdaykoi.com/product/8-imported-doitsu-yamabuki-ogon-butterfly-koi/,False,,$340.00$306.00,H0430D091010,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamabuki']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamabuki']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamabuki']",,8” Imported Doitsu Yamabuki Ogon Butterfly Koi,936fdc53,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']",,,,,,,nextdaykoi_data/54ec38c7_7.5”_Imported_Yamato_Nishiki_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.04.30_D_09_10-44.jpg,,,7.5”,https://nextdaykoi.com/product/7-5-imported-yamato-nishiki-butterfly-koi-10/,False,,$340.00$306.00,H0430D091009,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']",,7.5” Imported Yamato Nishiki Butterfly Koi,54ec38c7,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', ""Crystal's Featured Fish"", 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/c0d4f9a1_7.5”_Imported_Heisei_Nishiki_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.04.30_D_09_10-34.jpg,,,7.5”,https://nextdaykoi.com/product/7-5-imported-heisei-nishiki-butterfly-koi-4/,False,,$340.00$306.00,H0430D091007,,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,7.5” Imported Heisei Nishiki Butterfly Koi,c0d4f9a1,,nextdaykoi
,,"['Butterfly Koi', ""Crystal's Featured Fish"", 'Gosanke', 'Imported Koi', 'Koi', 'Other Tancho', 'Sanke', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/1925aafe_7.5”_Imported_Maruten_Sanke_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.04.30_D_09_10-24.jpg,,,7.5”,https://nextdaykoi.com/product/7-5-imported-sanke-butterfly-koi/,False,,$340.00$306.00,H0430D091005,,"['Butterfly Koi', '""Crystal\'s Featured Fish""', 'Gosanke', 'Imported Koi', 'Koi', 'Other Tancho', 'Sanke', 'Single Fish', 'Single Koi']","['Butterfly Koi', '""Crystal\'s Featured Fish""', 'Gosanke', 'Imported Koi', 'Koi', 'Other Tancho', 'Sanke', 'Single Fish', 'Single Koi']","['Butterfly Koi', '""Crystal\'s Featured Fish""', 'Gosanke', 'Imported Koi', 'Koi', 'Other Tancho', 'Sanke', 'Single Fish', 'Single Koi']",,7.5” Imported Maruten Sanke Butterfly Koi,1925aafe,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', ""Crystal's Featured Fish"", 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/3af82355_7”_Imported_Kujaku_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.04.30_D_09_10-18.jpg,,,7”,https://nextdaykoi.com/product/7-imported-kujaku-butterfly-koi-11/,False,,$340.00$306.00,H0430D091004,,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,7” Imported Kujaku Butterfly Koi,3af82355,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/17d2f162_7”_Imported_Gin_Rin_Kujaku_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.04.30_D_09_10-13.jpg,,,7”,https://nextdaykoi.com/product/7-imported-gin-rin-kujaku-butterfly-koi-4/,False,,$340.00$306.00,H0430D091003,,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,7” Imported Gin Rin Kujaku Butterfly Koi,17d2f162,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/8e78d9f6_7”_Imported_Gin_Rin_Hariwake_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/05/2025.04.30_D_09_10-3.jpg,,,7”,https://nextdaykoi.com/product/7-imported-gin-rin-hariwake-butterfly-koi-3/,False,,$340.00$306.00,H0430D091001,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,7” Imported Gin Rin Hariwake Butterfly Koi,8e78d9f6,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,,,,,,nextdaykoi_data/092a0a2d_3.5”_Imported_Red_and_White_Wakin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_036_15-55.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-red-and-white-wakin-14/,False,,$28.00$25.20,H0429G0361511,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,3.5” Imported Red and White Wakin,092a0a2d,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,,,,,,nextdaykoi_data/8f0a63c8_3.5”_Imported_Red_and_White_Wakin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_036_15-50.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-red-and-white-wakin-13/,False,,$28.00$25.20,H0429G0361510,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,3.5” Imported Red and White Wakin,8f0a63c8,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,,,,,,nextdaykoi_data/17fb17e0_3.5”_Imported_Red_and_White_Wakin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_036_15-45.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-red-and-white-wakin-12/,False,,$28.00$25.20,H0429G0361509,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,3.5” Imported Red and White Wakin,17fb17e0,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,,,,,,nextdaykoi_data/e4599d15_3”_Imported_Red_and_White_Wakin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_036_15-19.jpg,,,3”,https://nextdaykoi.com/product/3-imported-red-and-white-wakin-5/,False,,$28.00$25.20,H0429G0361504,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,3” Imported Red and White Wakin,e4599d15,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,,,,,,nextdaykoi_data/3528653b_3”_Imported_Red_and_White_Wakin.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_036_15-9.jpg,,,3”,https://nextdaykoi.com/product/3-imported-red-and-white-wakin-3/,False,,$28.00$25.20,H0429G0361502,,"['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']","['Goldfish For Sale', 'Imported Goldfish', 'Single Fish', 'Single Goldfish', 'Wakin']",,3” Imported Red and White Wakin,3528653b,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/4ee8b651_4”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-54.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-oranda-38/,False,,$56.00$50.40,H0429G0281511,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Oranda,4ee8b651,,nextdaykoi
,,"[""Crystal's Featured Fish"", 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/1cc81ed7_4”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-49.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-oranda-37/,False,,$56.00$50.40,H0429G0281510,,"['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Oranda,1cc81ed7,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/3c580f2c_4”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-44.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-oranda-36/,False,,$56.00$50.40,H0429G0281509,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Oranda,3c580f2c,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/c73fd76e_4”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-39.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-oranda-35/,False,,$56.00$50.40,H0429G0281508,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Oranda,c73fd76e,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/438bf1bf_4”_Imported_Male_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-34.jpg,,,4”,https://nextdaykoi.com/product/4-imported-male-calico-oranda-22/,False,,$56.00$50.40,H0429G0281507,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,4” Imported Male Calico Oranda,438bf1bf,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/fd418748_4”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-29.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-oranda-34/,False,,$56.00$50.40,H0429G0281506,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Oranda,fd418748,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/c987fe06_4”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-24.jpg,,,4”,https://nextdaykoi.com/product/4-imported-calico-oranda-33/,False,,$56.00$50.40,H0429G0281505,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,4” Imported Calico Oranda,c987fe06,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/d75e0673_3.5”_Imported_Male_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-18.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-male-calico-oranda-2/,False,,$56.00$50.40,H0429G0281504,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,3.5” Imported Male Calico Oranda,d75e0673,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,Male,,nextdaykoi_data/8b43db1b_3.5”_Imported_Male_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-13.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-male-calico-oranda/,False,,$56.00$50.40,H0429G0281503,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,3.5” Imported Male Calico Oranda,8b43db1b,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/1939275f_3.5”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-8.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-calico-oranda-7/,False,,$56.00$50.40,H0429G0281502,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,3.5” Imported Calico Oranda,1939275f,,nextdaykoi
,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,,,,,,nextdaykoi_data/25dde72d_3.5”_Imported_Calico_Oranda.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_028_15-3.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-calico-oranda-6/,False,,$56.00$50.40,H0429G0281501,,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']","['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",,3.5” Imported Calico Oranda,25dde72d,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/6b8fd70d_3.5”_Imported_Gin_Rin_Hariwake_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_009_15C-59.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-gin-rin-hariwake-butterfly-koi-9/,False,,$38.00$34.20,HS0429G00915C12,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Gin Rin Hariwake Butterfly Koi,6b8fd70d,,nextdaykoi
,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/7c307722_3.5”_Imported_Gin_Rin_Hariwake_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_009_15C-49.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-gin-rin-hariwake-butterfly-koi-8/,False,,$38.00$34.20,HS0429G00915C10,,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Gin Rin Hariwake Butterfly Koi,7c307722,,nextdaykoi
,,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/44c51132_3.5”_Imported_Kohaku_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_009_15C-39.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-kohaku-butterfly-koi-4/,False,,$38.00$34.20,HS0429G00915C08,,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Kohaku Butterfly Koi,44c51132,,nextdaykoi
,,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/6d5fe0ec_3.5”_Imported_Sanke_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_009_15C-29.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-sanke-butterfly-koi-8/,False,,$38.00$34.20,HS0429G00915C06,,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']","['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']","['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",,3.5” Imported Sanke Butterfly Koi,6d5fe0ec,,nextdaykoi
,,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/16747392_3.5”_Imported_Kohaku_Butterfly_Koi.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_G_009_15C-14.jpg,,,3.5”,https://nextdaykoi.com/product/3-5-imported-kohaku-butterfly-koi-3/,False,,$38.00$34.20,HS0429G00915C03,,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,3.5” Imported Kohaku Butterfly Koi,16747392,,nextdaykoi
,,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/d5e65b91_5”_Imported_Kujaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_D_49_15C-60.jpg,,,5”,https://nextdaykoi.com/product/5-imported-kujaku-16/,False,,$38.00$34.20,HS0429D4915C12,,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,5” Imported Kujaku,d5e65b91,,nextdaykoi
,,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/a4007967_4.5”_Imported_Kohaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_D_49_15C-39.jpg,,,4.5”,https://nextdaykoi.com/product/4-5-imported-kohaku-32/,False,,$38.00$34.20,HS0429D4915C08,,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']","['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",,4.5” Imported Kohaku,a4007967,,nextdaykoi
,,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,,,,,,nextdaykoi_data/3d40b1aa_4.5”_Imported_Doitsu_Kujaku.jpg,https://d2e07cbkdk0gwy.cloudfront.net/wp-content/uploads/2025/04/2025.04.29_D_49_15C-34.jpg,,,4.5”,https://nextdaykoi.com/product/4-5-imported-doitsu-kujaku-2/,False,,$38.00$34.20,HS0429D4915C07,,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']","['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",,4.5” Imported Doitsu Kujaku,3d40b1aa,,nextdaykoi
