image_path,tags,uuid,length,price_length,cleaned_price
nextdaykoi_data/6983fb00_5”_Imported_Red_and_White_Oranda.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",6983fb00,5.0,13,124.0
nextdaykoi_data/07c59244_5”_Imported_Calico_Oranda.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",07c59244,5.0,13,124.0
nextdaykoi_data/fe2f959e_5”_Imported_Male_Red_and_White_Oranda.jpg,"['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Oranda', 'Single Fish', 'Single Goldfish']",fe2f959e,5.0,13,124.0
nextdaykoi_data/09381371_5.5”_Imported_Heisei_Nishiki_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",09381371,5.5,12,68.0
nextdaykoi_data/a73818ed_5”_Imported_Sanke_Butterfly_Koi.jpg,"['Butterfly Koi', '""Crystal\'s Featured Fish""', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",a73818ed,5.0,12,68.0
nextdaykoi_data/3a80ce8e_5”_Imported_Heisei_Nishiki_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",3a80ce8e,5.0,12,68.0
nextdaykoi_data/8cd24f1f_5”_Imported_Gin_Rin_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",8cd24f1f,5.0,12,68.0
nextdaykoi_data/9f0e4159_5”_Imported_Sanke_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",9f0e4159,5.0,12,68.0
nextdaykoi_data/7a291863_5”_Imported_Doitsu_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",7a291863,5.0,12,68.0
nextdaykoi_data/fd261de8_4.5”_Imported_Gin_Rin_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",fd261de8,4.5,12,68.0
nextdaykoi_data/e01ed83a_4.5”_Imported_Kohaku_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",e01ed83a,4.5,12,68.0
nextdaykoi_data/2b4b791d_4”_Imported_Gin_Rin_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",2b4b791d,4.0,12,68.0
nextdaykoi_data/db50798c_6”_Imported_Gin_Shiro_Bekko.jpg,"['Bekko', 'Imported Koi', 'Koi', 'Shiro Bekko', 'Single Fish', 'Single Koi']",db50798c,6.0,12,51.2
nextdaykoi_data/c361677c_5.5”_Imported_Kikusui.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",c361677c,5.5,12,51.2
nextdaykoi_data/7f11be00_5.5”_Imported_Kohaku.jpg,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",7f11be00,5.5,12,51.2
nextdaykoi_data/4eb3589b_5”_Imported_Yamabuki_Ogon.jpg,"['All Hikari Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamabuk']",4eb3589b,5.0,12,51.2
nextdaykoi_data/3f7cb10f_5”_Imported_Kohaku.jpg,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",3f7cb10f,5.0,12,51.2
nextdaykoi_data/c5535568_5”_Imported_Gin_Rin_Goromo.jpg,"['Goromo', 'Imported Koi', 'Koi', 'Koromo', 'Single Fish', 'Single Koi']",c5535568,5.0,12,51.2
nextdaykoi_data/22f9e914_5”_Imported_Goromo.jpg,"['Goromo', 'Imported Koi', 'Koi', 'Koromo', 'Single Fish', 'Single Koi']",22f9e914,5.0,12,51.2
nextdaykoi_data/1c4d52cd_5”_Imported_Gin_Rin_Orenji_Ogon.jpg,"['All Hikari Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Orenji Ogon', 'Single Fish', 'Single Koi']",1c4d52cd,5.0,12,51.2
nextdaykoi_data/1d7bbcc9_5”_Imported_Kujaku.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",1d7bbcc9,5.0,12,51.2
nextdaykoi_data/a4c3ce45_5”_Imported_Hariwake.jpg,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",a4c3ce45,5.0,12,51.2
nextdaykoi_data/d28f756b_5”_Imported_Gin_Rin_Kohaku.jpg,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",d28f756b,5.0,12,51.2
nextdaykoi_data/b18b86e1_4.5”_Imported_Kujaku.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",b18b86e1,4.5,12,51.2
nextdaykoi_data/3970f80c_9”_Imported_Gin_Rin_Orenji_Ogon_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Orenji Ogon', 'Single Fish', 'Single Koi']",3970f80c,9.0,14,272.0
nextdaykoi_data/ffaa9403_9”_Imported_Kin_Kikokuryu_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Kin Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",ffaa9403,9.0,14,272.0
nextdaykoi_data/8fadbd3e_8.5”_Imported_Kikusui_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",8fadbd3e,8.5,14,272.0
nextdaykoi_data/91932eb4_8.5”_Imported_Gin_Rin_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",91932eb4,8.5,14,272.0
nextdaykoi_data/f0b61bd6_8.5”_Imported_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",f0b61bd6,8.5,14,272.0
nextdaykoi_data/01e455a8_8.5”_Imported_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",01e455a8,8.5,14,272.0
nextdaykoi_data/16404a9b_8.5”_Imported_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",16404a9b,8.5,14,272.0
nextdaykoi_data/50f5ec40_8”_Imported_Gin_Matsuba_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",50f5ec40,8.0,14,272.0
nextdaykoi_data/58f44923_8”_Imported_Armor_Scaled_Lemon_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",58f44923,8.0,14,272.0
nextdaykoi_data/1e4bcae5_7.5”_Imported_Gin_Rin_Lemon_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",1e4bcae5,7.5,14,272.0
nextdaykoi_data/84129c1a_7”_Imported_Gin_Rin_Yamato_Nishiki.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']",84129c1a,7.0,14,120.0
nextdaykoi_data/388986ac_7”_Imported_Gin_Rin_Lemon_Hariwake.jpg,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",388986ac,7.0,14,120.0
nextdaykoi_data/4ef5f69f_7”_Imported_Orenji_Matsuba.jpg,"['All Hikari Koi', '""Crystal\'s Featured Fish""', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",4ef5f69f,7.0,14,120.0
nextdaykoi_data/a20a32ed_6.5”_Imported_Gin_Rin_Platinum_Ogon.jpg,"['All Hikari Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Platinum Ogon', 'Single Fish', 'Single Koi']",a20a32ed,6.5,14,120.0
nextdaykoi_data/2abc037a_6.5”_Imported_Ki_Matsuba.jpg,"['All Hikari Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",2abc037a,6.5,14,120.0
nextdaykoi_data/9cca41b6_6.5”_Imported_Gin_Rin_Hariwake.jpg,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",9cca41b6,6.5,14,120.0
nextdaykoi_data/c95b561e_6.5”_Imported_Shusui.jpg,"['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']",c95b561e,6.5,14,120.0
nextdaykoi_data/22f3f4dc_6”_Imported_Gin_Rin_Ochiba_Shigure.jpg,"['Imported Koi', 'Kawarimono', 'Koi', 'Ochiba Shigure', 'Single Fish', 'Single Koi']",22f3f4dc,6.0,14,120.0
nextdaykoi_data/84675e43_6”_Imported_Gin_Rin_Kohaku.jpg,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",84675e43,6.0,14,120.0
nextdaykoi_data/5050620b_6”_Imported_Heisei_Nishiki.jpg,"['All Hikari Koi', 'Heisei Nishiki', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",5050620b,6.0,14,120.0
nextdaykoi_data/84b342e0_6”_Imported_Kujaku.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",84b342e0,6.0,14,120.0
nextdaykoi_data/dab266dc_6”_Imported_Heisei_Nishiki.jpg,"['All Hikari Koi', 'Heisei Nishiki', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",dab266dc,6.0,14,120.0
nextdaykoi_data/4b56193f_5.5”_Imported_Shusui.jpg,"['Asagi and Shusui', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']",4b56193f,5.5,12,51.2
nextdaykoi_data/935c4555_5.5”_Imported_Asagi.jpg,"['Asagi', 'Asagi and Shusui', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",935c4555,5.5,12,51.2
nextdaykoi_data/13584dad_5.5”_Imported_Gin_Rin_Sanke.jpg,"['Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",13584dad,5.5,12,51.2
nextdaykoi_data/d82e76e8_5.5”_Imported_Shiro_Bekko.jpg,"['Bekko', 'Imported Koi', 'Koi', 'Shiro Bekko', 'Single Fish', 'Single Koi']",d82e76e8,5.5,12,51.2
nextdaykoi_data/4b8437f8_5.5”_Imported_Kumonryu.jpg,"['Imported Koi', 'Kawarimono', 'Koi', 'Kumonryu', 'Single Fish', 'Single Koi']",4b8437f8,5.5,12,51.2
nextdaykoi_data/1694ad5c_5.5”_Imported_Gin_Rin_Armor_Scaled_Kin_Kikokuryu.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kin Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",1694ad5c,5.5,12,51.2
nextdaykoi_data/9fe56f66_5”_Imported_Hariwake.jpg,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",9fe56f66,5.0,12,51.2
nextdaykoi_data/fce7f524_5”_Imported_Kikokuryu.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",fce7f524,5.0,12,51.2
nextdaykoi_data/8d7dde5e_5”_Imported_Gin_Rin_Hariwake.jpg,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",8d7dde5e,5.0,12,51.2
nextdaykoi_data/72070335_8”_Imported_Kin_Kikokuryu_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Kin Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",72070335,8.0,14,164.0
nextdaykoi_data/6ec50088_7.5”_Imported_Gin_Rin_Ki_Matsuba_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",6ec50088,7.5,14,164.0
nextdaykoi_data/3620ed44_7.5”_Imported_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",3620ed44,7.5,14,164.0
nextdaykoi_data/52c2ee2b_7.5”_Imported_Armor_Scaled_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",52c2ee2b,7.5,14,164.0
nextdaykoi_data/a3d7d5ed_7”_Imported_Kikusui_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",a3d7d5ed,7.0,14,164.0
nextdaykoi_data/6d0bfe67_7”_Imported_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",6d0bfe67,7.0,14,164.0
nextdaykoi_data/0837ae45_7”_Imported_Gin_Matsuba_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",0837ae45,7.0,14,164.0
nextdaykoi_data/8af639bd_7”_Imported_Orenji_Matsuba_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",8af639bd,7.0,14,164.0
nextdaykoi_data/945451d4_7”_Imported_Chagoi_Butterfly_Koi.jpg,"['Butterfly Koi', 'Chagoi', 'Imported Koi', 'Kawarimono', 'Koi', 'Single Fish', 'Single Koi']",945451d4,7.0,14,164.0
nextdaykoi_data/942d7272_6.5”_Imported_Shusui_Butterfly_Koi.jpg,"['Asagi and Shusui', 'Butterfly Koi', 'Imported Koi', 'Koi', 'Shusui', 'Single Fish', 'Single Koi']",942d7272,6.5,14,164.0
nextdaykoi_data/1c156416_5”_Imported_Red_and_White_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",1c156416,5.0,7,100.0
nextdaykoi_data/f5647e69_5”_Imported_Calico_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",f5647e69,5.0,13,100.0
nextdaykoi_data/9ba063de_5”_Imported_Male_Red_and_White_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",9ba063de,5.0,13,100.0
nextdaykoi_data/5c372959_5.5”_Imported_Red_and_White_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",5c372959,5.5,13,100.0
nextdaykoi_data/c5b17096_4.5”_Imported_Calico_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",c5b17096,4.5,13,100.0
nextdaykoi_data/8b7e429d_5”_Imported_Red_and_White_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",8b7e429d,5.0,13,100.0
nextdaykoi_data/7b35cd39_4.5”_Imported_Male_Red_and_White_Ryukin.jpg,"['""Crystal\'s Featured Fish""', 'Featured Goldfish', 'Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",7b35cd39,4.5,13,100.0
nextdaykoi_data/c456d843_5”_Imported_Calico_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",c456d843,5.0,13,100.0
nextdaykoi_data/fc54086d_5”_Imported_Red_and_White_Ryukin.jpg,"['Goldfish For Sale', 'Imported Goldfish', 'Ryukin', 'Single Fish', 'Single Goldfish']",fc54086d,5.0,13,100.0
nextdaykoi_data/92529932_4”_Imported_Sanke.jpg,"['Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",92529932,4.0,12,35.2
nextdaykoi_data/fd192ac8_4”_Imported_Kikusui.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",fd192ac8,4.0,12,35.2
nextdaykoi_data/0d2f41a4_4”_Imported_Gin_Rin_Glass_Fin_Kohaku.jpg,"['Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",0d2f41a4,4.0,12,35.2
nextdaykoi_data/78ea61e0_4”_Imported_Kin_Hi_Utsuri.jpg,"['Hi Utsuri', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Utsurimono']",78ea61e0,4.0,12,35.2
nextdaykoi_data/c194c2aa_4”_Imported_Kikokuryu.jpg,"['All Hikari Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",c194c2aa,4.0,12,35.2
nextdaykoi_data/b346df1e_4”_Imported_Doitsu_Kujaku.jpg,"['Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",b346df1e,4.0,12,35.2
nextdaykoi_data/9b44781d_3.5”_Imported_Sanke.jpg,"['Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",9b44781d,3.5,12,35.2
nextdaykoi_data/df94b340_3.5”_Imported_Gin_Rin_Kujaku.jpg,"['Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",df94b340,3.5,12,35.2
nextdaykoi_data/9d0274da_3.5”_Imported_Gin_Rin_Aka_Sanke.jpg,"['Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",9d0274da,3.5,12,35.2
nextdaykoi_data/55d093c3_3.5”_Imported_Armor_Scaled_Hariwake.jpg,"['All Hikari Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",55d093c3,3.5,12,35.2
nextdaykoi_data/2d0e9262_6.5”_Imported_Kin_Kikokuryu_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Kin Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",2d0e9262,6.5,14,116.0
nextdaykoi_data/def3c860_6.5”_Imported_Yamato_Nishiki_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi', 'Yamato Nishiki']",def3c860,6.5,14,116.0
nextdaykoi_data/8cecd517_6.5”_Imported_Lemon_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",8cecd517,6.5,14,116.0
nextdaykoi_data/fe272a00_6”_Imported_Ochiba_Shigure_Butterfly_Koi.jpg,"['Butterfly Koi', 'Imported Koi', 'Kawarimono', 'Koi', 'Ochiba Shigure', 'Single Fish', 'Single Koi']",fe272a00,6.0,14,116.0
nextdaykoi_data/1b2f70a7_6”_Imported_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",1b2f70a7,6.0,14,116.0
nextdaykoi_data/93fef648_6”_Imported_Gin_Rin_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",93fef648,6.0,14,116.0
nextdaykoi_data/7bec100c_5.5”_Imported_Sanke_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",7bec100c,5.5,14,116.0
nextdaykoi_data/da8dde44_5.5”_Imported_Armor_Scaled_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', '""Crystal\'s Featured Fish""', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",da8dde44,5.5,14,116.0
nextdaykoi_data/65664db9_5.5”_Imported_Sanke_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",65664db9,5.5,14,116.0
nextdaykoi_data/db340952_5.5”_Imported_Kohaku_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",db340952,5.5,14,116.0
nextdaykoi_data/23c82a92_5.5”_Imported_Kujaku_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Kujaku', 'Single Fish', 'Single Koi']",23c82a92,5.5,14,116.0
nextdaykoi_data/b482ead8_10”_Imported_Female_Kikusui.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",b482ead8,10.0,14,400.0
nextdaykoi_data/32242f7d_10”_Imported_Female_Doitsu_Sanke.jpg,"['Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",32242f7d,10.0,14,400.0
nextdaykoi_data/73cd863c_10”_Imported_Male_Heisei_Nishiki.jpg,"['All Hikari Koi', 'Heisei Nishiki', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",73cd863c,10.0,14,400.0
nextdaykoi_data/3b155dc8_11”_Imported_Female_Kikusui.jpg,"['All Hikari Koi', 'Hikarimoyo', 'Imported Koi', 'Kikusui', 'Koi', 'Single Fish', 'Single Koi']",3b155dc8,11.0,14,400.0
nextdaykoi_data/3e562d20_6.5”_Imported_Gin_Matsuba_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",3e562d20,6.5,14,172.0
nextdaykoi_data/8e88a444_7”_Imported_Sanke_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",8e88a444,7.0,14,172.0
nextdaykoi_data/1a96cc1f_7”_Imported_Armor_Scaled_Orenji_Matsuba_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",1a96cc1f,7.0,14,172.0
nextdaykoi_data/a2fa3ab1_7”_Imported_Hariwake_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hariwake', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",a2fa3ab1,7.0,14,172.0
nextdaykoi_data/995dddf4_7”_Imported_Orenji_Matsuba_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimuji', 'Imported Koi', 'Koi', 'Matsuba', 'Single Fish', 'Single Koi']",995dddf4,7.0,14,172.0
nextdaykoi_data/b4f56de9_7”_Imported_Heisei_Nishiki_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Heisei Nishik', 'Hikarimoyo', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",b4f56de9,7.0,14,172.0
nextdaykoi_data/a18d45f0_7”_Imported_Sanke_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",a18d45f0,7.0,14,172.0
nextdaykoi_data/fbfbd19b_7”_Imported_Kin_Aka_Bekko_Butterfly_Koi.jpg,"['Aka Bekko', 'Bekko', 'Butterfly Koi', 'Imported Koi', 'Koi', 'Single Fish', 'Single Koi']",fbfbd19b,7.0,14,172.0
nextdaykoi_data/b11a36e2_8”_Imported_Kin_Kikokuryu_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Kin Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",b11a36e2,8.0,14,172.0
nextdaykoi_data/f8dcf364_11”_Imported_Sanke_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Koi', 'Sanke', 'Single Fish', 'Single Koi']",f8dcf364,11.0,14,388.0
nextdaykoi_data/43b3425f_10”_Imported_Kikokuryu_Butterfly_Koi.jpg,"['All Hikari Koi', 'Butterfly Koi', 'Hikarimoyo', 'Imported Koi', 'Kikokuryu', 'Koi', 'Single Fish', 'Single Koi']",43b3425f,10.0,14,388.0
nextdaykoi_data/c8768182_10”_Imported_Kohaku_Butterfly_Koi.jpg,"['Butterfly Koi', 'Gosanke', 'Imported Koi', 'Kohaku', 'Koi', 'Single Fish', 'Single Koi']",c8768182,10.0,14,388.0
